"authorMeta.avatar","authorMeta.name","authorMeta.nickName","authorMeta.verified","authorMeta.signature","authorMeta.fans","authorMeta.video","authorMeta.privateAccount","authorMeta.ttSeller","authorMeta.bioLink","authorMeta.id","text"
"https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/0f66370b147acea541451cef365cc0d9~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=408d55c3&x-expires=1753884000&x-signature=adqajZ1OCKgp9%2BJwNJtzWp84vB4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","darunee_toei","ทำอาหารให้สามี🧑🏾‍🍳🍱👱🏻‍♂️","false","☘️ติดต่องานLine : daruneemk
ทำอาหารให้สามีทุกวัน🍱
ชอบพาสามีไปเที่ยว🚙","966900","731","false",,,"68390837708","อาหารไทยพิชิตใจสามี ตอนที่ | 3 🥰 #ห้องครัวtiktok #tiktokuni #อร่อยบอกต่อ #หัวกะทิInspire #อัมพวาจุดประกายสร้างสรรค์ความอร่อย "
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d488a1993916cc3a7fb0b2bca4b9db75~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=19829bb6&x-expires=1753884000&x-signature=VYpbqC3%2BnKROgpXMBiWCrra5%2B9s%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","kanchanathamkrong","nong_906","false","ฉันคือคนไทย 🇹🇭
รักชาติ ศาสนา สถาบัน 🙏💛🇹🇭
ภูมิใจที่สุดที่เกิดเป็นคนไทย 🙏🇹","21000","992","false",,,"7036197334795928578","อาหารไทย 🇹🇭 สุดยอดเมนูโลก 😋🌐👍

#อาหารไทย #อาหารไทย🇹🇭 #สุดยอดเมนูระดับโลก🇹🇭 #อาหารไทยติดอันดับโลก #อาหารไทยอร่อยที่สุดในโลก #อาหารไทยโบราณ #อาหารชาววัง #พแนงหมู #มัสมั่น #แกงเขียวหวาน #น้ําตกหมู #น้ําพริก #ข้าวแช่ชาววัง #แกงส้ม #ผัดกะเพรา #ผัดกะเพราหมูสับ #หมูสะเต๊ะ #เมนูไทย 
#ข้างเหนียวมะม่วง #มะพร้าวอ่อน #thaifood 
#thaifoods #thaifoodlover #thaimenu 
#lovethaifood #delicious #deliciousfood
#deliciousc #deliciouss #deliciousfoods 
#thaifood🇹🇭 #thaifoodie #thaifood🇹🇭
#mangostickyrice #thailand #fypage  #thaisoftpower #softpower #fy #fyp  #softpowerthailand #fypシ #fypシ゚viral "
"https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/37cb766dc43b88900b717f4836c1179f~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=4ea5172a&x-expires=1753884000&x-signature=On5VHK5vUfHfU4N47G01hre2G5U%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","krueng_khang","เครื่องแกง","false","ปิ่นโตถวายพระ/ ข้าวกล่องพรีเมี่ยม / อาหารจัดเลี้ยง","17700","274","false",,,"6586259381016150017","จัดเลี้ยงอาหารแบบสะดวกสบายสุดๆ 
#อาหารทำบุญ #ทําบุญบ้าน #catering #จัดเลี้ยง #จัดเลี้ยงนอกสถานที่ #อาหารงานปาตี้ #อาหารถวายพระ #บุฟเฟต์อาหารไทย #อาหารสัมมนา #อาหารงานปาร์ตี้ "
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7349340280006393902~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=b475868b&x-expires=1753884000&x-signature=2hjqfjY4ynDu4o78ZAT5%2FTWPK34%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","kik_inmeca","กิ๊กอินเมกา","false","ยูทูปช่องกิ๊กอินเมกา","751000","387","false",,,"7108836372802225195","เมนูขวัญใจเพื่อนฝูงอเมริกัน ผัดไทยอันโด่งดัง ##อาหารไทยในต่างแดน"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/41b8a538137d61135776daabc222ae75~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=397ce7ed&x-expires=1753884000&x-signature=OH%2FzS2ITEOJy8YUthcVm3qXStr0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","whynwhan","whynwhan","false","IG :whynwhan
พิกัดของจิ้มลิ้งค์👇🏻","179000","419","false",,,"7090528968046543873","ยำส้มโอในเกี๊ยวกระทงทอง
เมนูทานเล่นแบบไทยๆ ที่อร่อยครบรส ใส่ในกระทงทองที่ทำง่ายๆจากแผ่นเกี๊ยวสำเร็จรูปค่ะ

วิธีทำหวานขึ้นให้ในคลิปแล้วนะคะ 
และเผื่อใครอยากได้พิกัดเตาแก๊สปิคนิคที่หวานใช้ 
นี่เลยค่าา 👉🏻 @luckyflame_official 
หวานใช้เป็นรุ่นมินิ น่ารักใช้งานง่าย น้ำหนักเบา แต่ไฟแรงมาก จิ๋วแต่แจ๋ว ใช้บ่อยมากก🫶🏻💖
.
.
.
#ยำส้มโอ #เกี๊ยวกระทงทอง #อาหารไทย #ของว่าง #ยำส้มโอกุ้งสด #pomelosalad #thaifood #goldencrispycup"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/003a8c7674f7e3c232acce075180c0e6~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=2c6795fe&x-expires=1753884000&x-signature=W8d%2FE%2BqYeToCKebpXuyTmQY%2F7w0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","ca11memild","คลั่งรักไอต้าวเหมียว *ˊᵕˋ)੭♡","false","ติดต่องาน mild1171 💖🙏🏻","109900","312","false",,,"6805780080258827265","คอหมูย่างคลุกฝุ่น กันค่ะ 🙌🏻😋 #คอหมูย่าง #คอหมูย่างคลุกฝุ่น #เมนูง่ายๆ #ห้องครัวtiktok #อาหารไทย #ห้องครัวติ๊กต๊อก "
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/547dadf5c96cd1d041767b95cdf8242d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=6a0c0d52&x-expires=1753884000&x-signature=AZ5KyvDARA%2BVwikxKWBSk1ZAjbc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","junicooking","Juni","false","❤️ Home cooked meals ❤️

   IG: junicooking","46700","122","false",,,"6809424676936483845","Nothing beats a warm bowl of red curry wonton soup. Visit my IG: junicooking for the recipe #redcurry #currysoup #wonton #comfortsoup #spicywonton #curry #soupseason #noodles #thaifood #homecooked #nauan #nauancungtiktok #thaicurry"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9abf58ecf28331642b12141bfdfe7225~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=d202ea5a&x-expires=1753884000&x-signature=%2FWb31bsBjqTX5KCbM3oAChfSek4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","esanv.1","อีสานมาสวบ","false","ฝากติดตามด้วยน้าา🤍💗
บ้านเขียว💚 @luna696 (มี@)","7279","54","false",,,"7359441988493804565","คำใหญ่แท้ 🤣 #ส้มตํา #ตําซั่วขนมจีน #แซ่บ #อาหารอีสาน #อาหารไทย #กระแสมาแรง #เอาขึ้นหน้าฟีดที #กินโชว์"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f2305a476a60cc021e14f86085c7c9df~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=feac6bae&x-expires=1753884000&x-signature=ipZ5fShcLMxSLNXwc9snMFeHUww%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","jjunestories","June Stories","false","แชร์ชีวิตในอเมริกา🇺🇸 
Facebook , Youtube: June Stories
IG: Junestories_nyc","2289","78","false",,,"7375298975664161834","ข้าวมันไก่ Food Truck 🇹🇭🇺🇸 📍นิวยอร์ก
#คนไทยในต่างประเทศ #อเมริกา #ชีวิตในต่างแดน #usa #คนไทยในอเมริกา #นิวยอร์ก #nyc #ชีวิตต่างแดน #อาหารไทย #อาหาร #thaifood #ชอบกิน #nycfood #foodies "
"https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/b0aa91335aeb5320c54a7f37f6c79597~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=23ee1b4a&x-expires=1753884000&x-signature=OlCz9fodfXYNL6xtDPVZLI8gxT4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","iamlaos","iamlaos","false","ติดตามเพิ่ม ig : iamlaos","260300","985","false",,,"6791331946397516802","“ต๋ำส้ม” 🍂🍃
#ห้องครัวtiktok #tiktokพากิน #อาหารไทย #ส้มตำ #ตำส้ม #thaifood #ที่เป็นกระแส #somtum "
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3b37a32a40288d4345bd1e84a4c1ad12~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=4046493e&x-expires=1753884000&x-signature=pXagYPg7NVaA%2FwsiC85nK9kLGWM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","pook.cooking","Pook.cooking","false","Home Cooking 👩🏻‍🍳🍳🫶🏻
———————-----------------
Line For work 💌","163700","253","false",,,"6952123345173677058","ห่อหมกทะเลไข่ข้น 🍳🍚🦐🦑
ทำง่ายอร่อยมากๆ. 😋 

🥣 Ingredients
•กุ้ง 
•ปลาหมึก 
•ไข่ไก่ 
•ใบโหระพา 
•พริกชี้ฟ้า 
•ใบมะกรูด 
•พริกแกงเผ็ด 
•น้ำมันหอย
•ผงปรุงรส 
•น้ำตาล 
•นมข้นจืด 
•ข้าวสวย 

#ห่อหมก #ห่อหมกทะเล #ไข่ #เมนูง่ายๆ #เมนูประจําวัน #เมนูไข่ #tiktok #tiktokทําอาหาร #อาหารไทย #อาหารทําเอง #thaifood "
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2f9555ec8d9ab593b8a6c4dfbeb2fb3d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=49737514&x-expires=1753884000&x-signature=z8gIfYJ9E54U%2FNwyKpcAmLMsIWQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","kubkhaonaikrua","กับข้าวในครัว","false","ทำกับข้าวง่ายๆกินกัน
ติดต่องาน kubkhaocc@gmail.com","323600","115","false",,,"7289361305273795585","วิธีทำผัดพริกแกงถั่วหมูสามชั้น ให้ผัดสีสดกรอบน่ากิน #Tiktokพากิน  #food  #cooking  #thaifood  #ทำอาหาร  #ทำกับข้าว  #สูตรอาหาร  #สอนทำอาหาร  #วิธีทำอาหาร  #ช่องอาหาร  #กับข้าวในครัว"
"https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c700-no/3a8a1af87003089368c9c674901f54e8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=683f6241&x-expires=1753884000&x-signature=9d7YCOFy2xDMwX950dNEsvRxIa8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","prouddevakula","Proud Devakula (พราว)","false","proud.devakula@gmail.com","1200000","1383","false",,,"6817012319395120133","อาหารไทย 3000 บาท 🥹"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/e7e383e05af70521692006db48245f7b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=6c02f264&x-expires=1753884000&x-signature=r%2BfG8DnS%2Bqr%2Fiua%2BeToxjXTrBtg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","nuanua_cooking","Nuanua_cooking","false","ติดต่องาน 061-869-4962 แอดไลน์ได้ค่ะ","1400000","1395","false",,,"6921218815561597957","ขอบคุณโลกใบนี้ที่มีแกงอ่อม 😝 ทานแกงอ่อมกระดูกหมูใส่วุ้นเส้นแซ่บๆจ้า ❤️

#ห้องครัวTikTok #tiktokพากิน #เมนูง่ายๆ #อร่อย #จานหรูดูดี #อร่อยบอกต่อ #มือใหม่หัดทํา #เมนูอาหาร #คหกรรมอินเตอร์ #fypシ #อาหารไทย #fyp #tiktokfood #อร่อยไปกิน #รวมคลิปทำอาหาร ##แกงอ่อม "
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f54d7f21711651579a63d99ad61c7151~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=f7ce1480&x-expires=1753884000&x-signature=V2YR8XSaNhZbsrkH5qFoW%2Bcz98Y%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","aonzfooddiary_","aonzfooddiary_","false","ติดต่องาน DM IG 
พิกัดของที่ใช้ตระกร้าหน้าโปรไฟล์👈🏼
IG  : Aonzfooddiary_","86800","524","false",,,"6744262803168822274","ข้าวไก่ย่างคลุกฝุ่น ราดน้ำจิ้มแจ่วแซ่บๆ 😋😋
 📌รอบแรก ไฟ175 15นาที 
 * อบต่อ  ไฟ175 15นาที ( โรยข้าวคั่ว/พริกป่นเพิ่ม)
📌ส่วนผสมหมัก
เนื้อไก่( ส่วนสะโพกเลาะกระดูก )
น้ำมันหอย 
ซอสปรุงรสฝาเขียว
น้ำตาลหล่อฮังก๊วย 
ข้าวคั่ว/พริกป่น
**หมักยิ่งนานยิ่งเข้าเนื้อ 
ส่วนผสมน้ำจิ้มแจ่ว 
น้ำปลาเห็ดทรัฟเฟิล 
น้ำตาล
น้ำมะนาว
พริกป่น
ข้าวคั่ว
น้ำต้มสุก
หัวหอมแดงซอย/ผักชีฝรั่ง/ต้นหอม ตามชอบ
**ไม่มีปริมาณตายตัว**

🧑🏽‍🍳#อาหารไทย  #ไก่คลุกฝุ่น #เข้าครัวtiktok #ห้องครัวติ๊กต๊อก #อร่อยบอกต่อ "
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/e7e383e05af70521692006db48245f7b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=6c02f264&x-expires=1753884000&x-signature=r%2BfG8DnS%2Bqr%2Fiua%2BeToxjXTrBtg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","nuanua_cooking","Nuanua_cooking","false","ติดต่องาน 061-869-4962 แอดไลน์ได้ค่ะ","1400000","1395","false",,,"6921218815561597957","ทานไก่ต้มน้ำปลากันค่า ไก่นุ่มๆ หอมตะไคร้ น้ำปลา เสิร์ฟพร้อมกับน้ำจิ้มแซ่บๆ ❤️🫶🏻

Ingredients /เครื่องปรุง
Lemongrass/ ตะไคร้
Chicken /ไก่
Kaffir lime leaves / ใบมะกรูด
Pandan / ใบเตย 
Garlic / กระเทียม
Coriander root / รากผักชี 
Black pepper / พริกไทยดำ 
Fish sauce/ น้ำปลา
Dark Soy Sauce / ซีอิ้วดำ 
Soy sauce/ ซีอิ้วขาว

Sauce 
Bird’s Eye Chilli / พริกขี้หนู
Thai Garlic / กระเทียมไทย
Coriander Root / รากผักชี
Fish sauce / น้ำปลา
Palm Sugar / น้ำตาลมะพร้าว
Lime Juice / น้ำมะนาว

#ห้องครัวTikTok #tiktokพากิน #เมนูง่ายๆ #อร่อย #จานหรูดูดี #อร่อยบอกต่อ #มือใหม่หัดทํา #เมนูอาหาร #คหกรรมอินเตอร์ #fypシ #อาหารไทย #fyp #tiktokfood #อร่อยไปกิน #รวมคลิปทำอาหาร #ไก่ต้มน้ําปลา "
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/e7e383e05af70521692006db48245f7b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=6c02f264&x-expires=1753884000&x-signature=r%2BfG8DnS%2Bqr%2Fiua%2BeToxjXTrBtg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","nuanua_cooking","Nuanua_cooking","false","ติดต่องาน 061-869-4962 แอดไลน์ได้ค่ะ","1400000","1395","false",,,"6921218815561597957","ตำขนมจีนแคปหมูจ้าาาา แซ่บหลายยย 😗#ห้องครัวTikTok #tiktokพากิน #เมนูง่ายๆ #อร่อย #จานหรูดูดี #อร่อยบอกต่อ #มือใหม่หัดทํา #เมนูอาหาร #คหกรรมอินเตอร์ #fypシ #อาหารไทย #fyp #tiktokfood #อร่อยไปกิน #รวมคลิปทำอาหาร #ส้มตํา #ขนมจีน "
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/077bdbeb58b549917bc951cdd426f302~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=39c78e17&x-expires=1753884000&x-signature=HrVJ0VAlDCE%2BBI%2F1c6sODnbEal8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","supi_pak","Supi_Pak","false","YT, IG : Supi_Pak 
พิกัดของใช้ในคลิป👇🏻","97700","1021","false",,,"6804338280386610178","ฝรั่งชอบมาก คอนเฟิร์ม จากครอบครัวและเพื่อนๆของแฟน…. อาหารไทยไม่แพ้ชาติใดในโลก ผู้ ญ ก็เช่นกัน 😋😝 #ไก่ผัดเม็ดมะม่วงหิมพานต์ #อาหารไทย #คนไทยในฝรั่งเศส🇫🇷 #fyp #foryou "
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/e7e383e05af70521692006db48245f7b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=6c02f264&x-expires=1753884000&x-signature=r%2BfG8DnS%2Bqr%2Fiua%2BeToxjXTrBtg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","nuanua_cooking","Nuanua_cooking","false","ติดต่องาน 061-869-4962 แอดไลน์ได้ค่ะ","1400000","1395","false",,,"6921218815561597957","มีคนอยากกินค่า เห็นบ่นมาหลายวัน วันนี้จัดแบบพริกเยอะๆ ให้เลย 😅

Ingredients 
พริก / Chill 
หอมแดง / Shallots
กระเทียม / Garlic
เห็ด / Mushrooms 
น้ำปลาร้า / Fermented fish sauce
ผงชูรส / MSG 
ผักชี / Coriander

#ห้องครัวTikTok #tiktokพากิน #เมนูง่ายๆ #อร่อย #จานหรูดูดี #อร่อยบอกต่อ #มือใหม่หัดทํา #เมนูอาหาร #คหกรรมอินเตอร์ #fypシ #อาหารไทย #fyp #tiktokfood #อร่อยไปกิน #รวมคลิปทำอาหาร"
